0013;1002;4;T3155;4946577258605927;4133123699785865
0013;1002;4;T3155;4946577258605927;4133123699785865
0013;1009;5;T315;5643259629022805;4571626337151869
0013;1011;5;T3217;5194954046988511;5336055714567468
0013;1021;5;T3106;4249253188148649;4930373833115182
0013;1028;3;XZ1189;4893968472717900;48044710494937578
0013;1035;2;XZ137;5117887616045633;57762610183714443
0013;1048;4;T3276;4311042298023511;5752135243493267
0013;1066;5;T330;5393933428820951;5934213722283644
0013;1067;1;XZ1196;5689576435150195;4805753411513531
0013;1108;5;T3294;5566604949107253;5956494489932611
0013;1110;5;T3258;4169082936014665;5937919833528212
0013;1132;6;T371;5144255245142739;4445395962247588
0013;1166;2;XZ137;4459654968793253;4900239547246682
0013;1173;2;XZ14;4836502756569435;4615997795676158
0013;1177;6;T339;4825436350783505;5800075672377676
0013;1183;3;XZ121;5354312122287170;5995481779577152
0013;1190;5;T3107;4868183437614388;49304410428396825
0013;1197;4;T360;4450782422147754;4269413388825929
0013;1208;1;XZ177;4150688365725131;5659074794913826
0013;1218;2;XZ1124;5171262013230858;4557666818389662
0013;1229;5;T38;4660198528488686;5384971771228169
0013;1248;1;XZ1197;5216216292370704;56758010152632971
0013;1256;1;XZ1178;5664745021208253;5371481117858635
0013;1268;6;T3300;4893472265813387;4285181336892228
0013;1270;3;XZ118;4943074163354821;49095910534264732
0013;1271;3;XZ1238;5390172580696232;5343001995451185
0013;1284;2;XZ16;5385663595586052;4611907743149541
0013;1290;3;XZ1236;4804844400534537;5095543922567928
0013;1295;1;XZ192;4249956444493541;5948787561754815
0013;1314;2;XZ1247;4755184220114600;4776886678664987
0013;1324;6;T352;5452224135508188;5695136118368561
0013;1333;4;T3219;4444453651202071;5534693899791626
0013;1333;3;XZ1285;5674962979346535;5361715298228279
0013;1343;1;XZ1145;4618508583800281;4117426257275955
0013;1358;1;XZ1138;4326227262014170;5371897496226472
0013;1363;6;T3194;5814592537942425;5506384513459367
0013;1368;1;XZ127;4914063723860944;5996562599125363
0013;1382;2;XZ1224;5269217341280834;5479424875945775
0013;1390;1;XZ1135;5798012454661511;5725576155319695
0013;1393;6;T3291;5394718862729783;4418565715126863
0013;1393;1;XZ1222;5457271986443827;4379467577958644
0013;1396;5;T3226;5832522100452002;5412631998567212
0013;1410;3;XZ1267;4283887830454528;4906033155296712
0013;1412;3;XZ1230;5801796525791956;4480185198451626
0013;1436;3;XZ1119;4610965246050308;4390214364887773
0013;1505;1;XZ1132;4956806655546142;4571321226843442
0013;1509;1;XZ1111;4591633153575819;5994459323496692
0013;1510;1;XZ1119;5820825609730419;5648346143533496
0013;1526;4;T3282;5348604535479094;4876627948684191
0013;1544;4;T331;4959142911621391;5756579537819562
0013;1548;4;T3267;5023813991680825;4871348736636886
0013;1556;2;XZ110;5256482845829504;5582422193886831
0013;1561;1;XZ1210;4232479585198481;5343149957494671
0013;1565;4;T3127;5775808151010917;5483552292721377
0013;1570;3;XZ1185;4767229867678595;5915028422888974
0013;1581;4;T3228;5842512909868140;52429010851894429
0013;1592;6;T3148;4584534536947921;46235610476624673
0013;1593;4;T346;5596235720093093;5143848957711527
0013;1603;6;T3170;4717293736544444;5700735614488329
0013;1605;2;XZ160;5184923831479701;4823708611627197
0013;1610;1;XZ1244;4414072470385531;55329010614546952
0013;1613;6;T379;4163454737571122;5675449947555793
0013;1614;5;T3188;5492132308268867;5634148726223188
0013;1625;5;T352;4161055979876254;4738752491939682
0013;1628;4;T3156;5634186525085558;4539359688625161
0013;1634;1;XZ1191;5632294249291033;5260767769495877
0013;1663;3;XZ1207;5019154834776278;5197237594885399
0013;1680;5;T3231;5117188913736026;5741877338885669
0013;1714;6;T3121;5305014930937764;5058538557229925
0013;1716;6;T3139;4433825199558751;5729018818257498
0013;1721;1;XZ1271;5664858367524898;4170319191951651
0013;1764;2;XZ1238;4912353498005136;5289447612817334
0013;1766;5;T320;4686028995775556;4888857596199915
0013;1793;6;T3217;4575024457332681;4507336133121781
0013;1808;2;XZ182;5331051453225169;5883795632642146
0013;1809;2;XZ1101;4931347977182191;4327434793313884
0013;1821;4;T3105;5277987502697990;52768010968333873
0013;1827;2;XZ1210;5465021545641789;4950782997117624
0013;1844;2;XZ1295;4904736886356919;4769583344261285
0013;1870;5;T3208;5725857610786771;5971887972163452
0013;1875;5;T3247;4695357559046774;5202218711592741
0013;1909;1;XZ1159;5005984012450637;5991775653692421
0013;1961;3;XZ122;4915461245954875;4710899267559164
0013;1969;3;XZ1119;4529441937505438;5631466554635299
0013;1984;3;XZ1165;5979896063765765;5479624715759478
0013;1984;2;XZ1252;5845413947247960;4769013311542391
0013;1989;3;XZ1143;5185213792817593;5400131669855196
0013;1991;2;XZ1223;5149554012129292;5855721772623234
0013;1997;3;XZ1121;5890142563807243;47833910682533216
0013;2002;5;T3185;4925869934695540;5410614158909226
0013;2017;3;XZ174;4368088773554046;5671355595478829
0013;2025;3;XZ1110;5261454969892381;49576510463933683
0013;2051;2;XZ1161;5817571209665855;4282663999529728
0013;2056;4;T3108;4977599965584150;4568133599383993
0013;2093;1;XZ1292;4133249095256831;4156332898136795
0013;2103;1;XZ119;5178518240452089;48123710948144828
0013;2114;5;T3222;4845062318348335;4615619757936343
0013;2115;2;XZ1299;5031026564375987;4662262395389927
0013;2131;3;XZ1297;4226801989323680;5375597925749933
0013;2133;5;T3291;4733911804220719;4343818419647962
0013;2147;2;XZ139;4295911663875462;5489668963639782
0013;2158;4;T3117;5941817761709413;5617302199377173
0013;2187;1;XZ1230;5348044235554634;4953155641257437
0013;2205;1;XZ14;5978225809773695;5510136782219735
0013;2250;2;XZ128;4939071808208992;51682110821441991
0013;2311;6;T362;4298579640812600;4503025168819998
0013;2313;4;T340;4870516276217547;4673157855843853
0013;2315;6;T3176;4377834893588180;55742710152817537
0013;2336;2;XZ1257;5182841758722163;4884691449435994
0013;2336;2;XZ1136;5090252299639470;4635236151917568
0013;2346;3;XZ1154;5101439736205956;5245512394996284
0013;2362;3;XZ1180;4134648767824218;5300346793617216
0013;2383;3;XZ1268;4807326347159777;4978833566985266
0013;2385;5;T3243;4822091658626194;47119410183311919
0013;2395;6;T320;5370964713847423;5988838152993682
0013;2403;1;XZ1275;5239287634921676;5289425724635749
0013;2414;4;T365;5727942232680102;5793037574889773
0013;2418;2;XZ1265;5586645112527074;4662926385487624
0013;2430;1;XZ1203;5883823031882341;5761654769116639
0013;2443;2;XZ198;5197879240795982;5593642298826851
0013;2450;2;XZ1210;5931124473342605;5903118115882627
0013;2464;1;XZ186;5712545176697660;4855526696666313
0013;2478;2;XZ1275;5555629716803390;5345118488739585
0013;2513;3;XZ1204;5977792149858952;5267431332351895
0013;2531;6;T3104;4947815314310014;5866422592532481
0013;2543;1;XZ1146;4827099282727201;5968107882427267
0013;2548;6;T3149;5648829686103256;5248113466762467
0013;2550;3;XZ1216;4877036533416226;4995716112975835
0013;2551;6;T370;5040593138192652;5015829462439927
0013;2564;4;T335;5018294127245850;5471673311163635
0013;2565;6;T3193;5198018868023445;4208708659162684
0013;2581;1;XZ147;4759008697168703;4286848984159615
0013;2600;2;XZ124;4959407272442260;5238644265307531
0013;2607;4;T3163;5749067839009862;46384710364365811
0013;2612;4;T3221;5777408595760523;4654229221141484
0013;2612;1;XZ1104;4259046745523220;41323610655788138
